system,facility,carrier,code,code_type,setting,billing_class,hospital_plan,payer_plan,expected_cause,labelled_by,labelled_on,note,hospital_rate,payer_rate,payer_min,payer_max,payer_count,inside_payer_range,ratio,relative_difference,hospital_vintage,payer_vintage,vintage_gap_days,notes,triage_rule
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE PPO 1160,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Aetna,72132,CPT,both,,AETNA EPO (AMEX EMPLOYEES) 3993,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Aetna,72132,CPT,both,,AETNA EPO (SUNSET PARK EMPLOYEES) 4208,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Aetna,72132,CPT,both,,AETNA PPO 1010,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Aetna,72132,CPT,both,,AETNA SIGNATURE ADMINISTRATORS PPO 1417,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Aetna,C8914,HCPCS,both,,AETNA PPO 1010,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Cigna,90870,CPT,both,,CIGNA GREAT WEST PPO 1442,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Cigna,90870,CPT,both,,CIGNA LOCALPLUS 4193,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Cigna,90870,CPT,both,,CIGNA OPEN ACCESS 1413,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,Cigna,90870,CPT,both,,CIGNA PPO 1047,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE EPO (SUNSET PARK EMPLOYEES) 4206,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE EPO 1155,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE POS 1159,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE PPO 1160,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,22552,CPT,both,,UNITED HEALTHCARE EPO 1155,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,61475.44,6676,150,13202,6,False,0.108596213382124,8.20842420611144,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE EPO (SUNSET PARK EMPLOYEES) 4206,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE EPO 1155,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE POS 1159,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Tisch Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE PPO 1160,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
Northwell,Cohen Children's Medical Center,Aetna,76376,CPT,outpatient,,Aetna Meritain PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,"extreme and repeating ratios (~0.1x, ~6x, ~10x) across carriers denote a units/methodology or professional vs facility mismatch",38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Cohen Children's Medical Center,Aetna,76376,CPT,outpatient,,Aetna PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Cohen Children's Medical Center,Aetna,897,MS-DRG,inpatient,,Aetna Meritain PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3107,30706.4,28957.6,30706.4,5,False,9.88297392983585,8.88297392983585,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Cohen Children's Medical Center,Aetna,897,MS-DRG,inpatient,,Aetna PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3107,30706.4,28957.6,30706.4,5,False,9.88297392983585,8.88297392983585,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Cohen Children's Medical Center,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Cohen Children's Medical Center,Cigna,86880,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,118.38,12.485,10.89,12.485,3,False,0.105465450244973,8.48177813376051,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Cohen Children's Medical Center,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Cohen Children's Medical Center,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Glen Cove Hospital,Aetna,76376,CPT,outpatient,,Aetna Meritain PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Glen Cove Hospital,Aetna,76376,CPT,outpatient,,Aetna PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Glen Cove Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Glen Cove Hospital,Cigna,86880,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,118.38,12.485,10.89,12.485,3,False,0.105465450244973,8.48177813376051,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Glen Cove Hospital,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Glen Cove Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,Aetna,76376,CPT,outpatient,,Aetna Meritain PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,Aetna,76376,CPT,outpatient,,Aetna PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,Aetna,881,MS-DRG,inpatient,,Aetna Meritain PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2726,27193.25,19539,28999.5,5,False,9.97551357300073,8.97551357300073,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,Aetna,881,MS-DRG,inpatient,,Aetna PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2726,27193.25,19539,28999.5,5,False,9.97551357300073,8.97551357300073,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,Cigna,81003,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,51.99,5.21,4.355,5.21,3,False,0.100211579149836,8.978886756238,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
Northwell,Huntington Hospital,Cigna,82784,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,207.85,21.825,19.595,21.825,3,False,0.105003608371421,8.52348224513173,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,Cigna,84702,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,346.87,35.12,31.22,35.12,3,False,0.101248306281892,8.87670842824601,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
Northwell,Huntington Hospital,Cigna,86140,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,115.17,12.125,10.89,12.125,3,False,0.105279152557089,8.49855670103092,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Huntington Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Lenox Health at Greenwich Village,Aetna,72070,CPT,outpatient,,Aetna Meritain PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,56.03,553.38,67.18,580.16,12,False,9.87649473496341,8.87649473496341,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Lenox Health at Greenwich Village,Aetna,72070,CPT,outpatient,,Aetna PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,56.03,553.38,67.18,580.16,12,False,9.87649473496341,8.87649473496341,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Lenox Health at Greenwich Village,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Lenox Health at Greenwich Village,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Forest Hills,Aetna,76376,CPT,outpatient,,Aetna Meritain PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Forest Hills,Aetna,76376,CPT,outpatient,,Aetna PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Forest Hills,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Forest Hills,Cigna,86880,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,118.38,12.485,10.89,12.485,3,False,0.105465450244973,8.48177813376051,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Forest Hills,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Forest Hills,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,Aetna,76376,CPT,outpatient,,Aetna Meritain PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,Aetna,76376,CPT,outpatient,,Aetna PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,Aetna,897,MS-DRG,inpatient,,Aetna Meritain PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3107,30706.4,28957.6,30706.4,5,False,9.88297392983585,8.88297392983585,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,Aetna,897,MS-DRG,inpatient,,Aetna PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3107,30706.4,28957.6,30706.4,5,False,9.88297392983585,8.88297392983585,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,Cigna,86880,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,118.38,12.485,10.89,12.485,3,False,0.105465450244973,8.48177813376051,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Valley Stream,Aetna,76376,CPT,outpatient,,Aetna Meritain PPO,Epo; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,38.97,379.1275,345.725,412.53,8,False,9.72870156530664,8.72870156530664,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Valley Stream,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Valley Stream,Cigna,86880,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,118.38,12.485,10.89,12.485,3,False,0.105465450244973,8.48177813376051,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Valley Stream,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Long Island Jewish Valley Stream,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Mather Hospital,Aetna,881,MS-DRG,inpatient,,Aetna Meritain PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2726,27193.25,19539,28999.5,5,False,9.97551357300073,8.97551357300073,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Mather Hospital,Aetna,881,MS-DRG,inpatient,,Aetna PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2726,27193.25,19539,28999.5,5,False,9.97551357300073,8.97551357300073,2026-03-31,2026-08-05,127,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Mather Hospital,Cigna,43774,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,3927,37990,32037,38599,3,False,9.67405143875732,8.67405143875732,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
Northwell,Mather Hospital,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Mather Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,North Shore University Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,North Shore University Hospital,Cigna,86880,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,118.38,12.485,10.89,12.485,3,False,0.105465450244973,8.48177813376051,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
